vis01[appealing],vis01[artistic],vis01[attractive],vis01[balanced],vis01[beautiful],vis01[clean],vis01[cluttered],vis01[colorHarmonious],vis01[creative],vis01[delightful],vis01[elegant],vis01[engaging],vis01[enjoyable],vis01[exciting],vis01[fascinating],vis01[harmonious],vis01[interesting],vis01[inviting],vis01[likable],vis01[lovely],vis01[motivating],vis01[nice],vis01[organized],vis01[pleasing],vis01[pretty],vis01[professional],vis01[provoking],vis01[satisfying],vis01[sophisticated],vis01[tasteful],vis01[wellDesigned]
4.0,4.0,5.0,4.0,4.0,1.0,4.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,6.0,5.0,1.0,3.0,4.0,1.0,1.0,6.0,3.0,3.0,1.0
5.0,7.0,6.0,5.0,6.0,5.0,4.0,4.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,4.0,6.0,5.0,6.0,6.0,6.0
5.0,7.0,3.0,3.0,3.0,2.0,3.0,6.0,7.0,4.0,6.0,3.0,3.0,4.0,5.0,5.0,6.0,5.0,6.0,4.0,4.0,4.0,1.0,3.0,5.0,2.0,7.0,5.0,5.0,4.0,4.0
6.0,6.0,6.0,6.0,6.0,4.0,3.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0
2.0,6.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,3.0,5.0,3.0,3.0,2.0,3.0,6.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0
1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,6.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0
6.0,6.0,6.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,4.0,6.0,2.0,4.0,5.0,6.0,6.0,3.0,6.0,4.0,6.0
3.0,7.0,2.0,1.0,2.0,1.0,4.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0
3.0,2.0,3.0,2.0,3.0,3.0,2.0,6.0,3.0,2.0,3.0,5.0,5.0,5.0,2.0,5.0,3.0,2.0,5.0,2.0,3.0,5.0,3.0,5.0,6.0,2.0,5.0,5.0,5.0,3.0,3.0
5.0,5.0,5.0,5.0,5.0,5.0,3.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,6.0
2.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,6.0,5.0,6.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0
4.0,7.0,5.0,5.0,5.0,5.0,3.0,4.0,7.0,4.0,6.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,6.0
3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0
2.0,5.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,6.0,3.0,2.0,5.0,2.0,2.0,3.0,5.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0
7.0,7.0,6.0,2.0,6.0,2.0,1.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,5.0,3.0,7.0,5.0,6.0,6.0,3.0,7.0,1.0,6.0,6.0,1.0,6.0,5.0,2.0,6.0,7.0
4.0,7.0,5.0,6.0,5.0,6.0,3.0,6.0,7.0,5.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,3.0,7.0,4.0,6.0,6.0
5.0,5.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,6.0,5.0,4.0,6.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,6.0,3.0,2.0,2.0,3.0,5.0,5.0
1.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,6.0,3.0,2.0,3.0,3.0,1.0,5.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,5.0,4.0,5.0,2.0,2.0
5.0,6.0,5.0,3.0,5.0,5.0,1.0,4.0,6.0,5.0,5.0,6.0,6.0,4.0,6.0,4.0,5.0,4.0,6.0,6.0,3.0,7.0,2.0,6.0,6.0,4.0,3.0,6.0,5.0,5.0,5.0
5.0,7.0,5.0,3.0,5.0,5.0,3.0,4.0,7.0,4.0,5.0,7.0,6.0,5.0,6.0,7.0,6.0,3.0,5.0,5.0,6.0,5.0,2.0,3.0,5.0,5.0,7.0,5.0,5.0,3.0,5.0
6.0,6.0,5.0,3.0,5.0,3.0,4.0,5.0,7.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,4.0,5.0,5.0,2.0,6.0,5.0,4.0,4.0,5.0,6.0,4.0,5.0
7.0,7.0,7.0,3.0,7.0,2.0,3.0,3.0,7.0,7.0,5.0,4.0,5.0,6.0,7.0,6.0,7.0,4.0,7.0,7.0,4.0,7.0,3.0,6.0,7.0,3.0,5.0,6.0,3.0,5.0,7.0
5.0,5.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,1.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,1.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0
6.0,5.0,5.0,5.0,4.0,7.0,1.0,7.0,7.0,4.0,5.0,5.0,4.0,6.0,7.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0,5.0,7.0,4.0,7.0,7.0,6.0,7.0
1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0
5.0,6.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0
5.0,6.0,5.0,4.0,7.0,2.0,4.0,6.0,7.0,4.0,5.0,5.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,6.0,6.0,2.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0
5.0,7.0,6.0,6.0,6.0,3.0,1.0,7.0,7.0,6.0,3.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,7.0,5.0,4.0,5.0,5.0,6.0,5.0,3.0,6.0,3.0,3.0,4.0,5.0
7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,6.0,7.0
5.0,6.0,5.0,3.0,2.0,2.0,2.0,1.0,6.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,5.0,4.0,2.0,1.0
5.0,6.0,7.0,5.0,4.0,6.0,3.0,6.0,6.0,4.0,5.0,3.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,3.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0
3.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,6.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,6.0,3.0,5.0
2.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
1.0,7.0,4.0,5.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,2.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,7.0,6.0,7.0,1.0,1.0,5.0
5.0,6.0,5.0,4.0,5.0,4.0,4.0,5.0,6.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,4.0,6.0,4.0,1.0,6.0,4.0,6.0,6.0,6.0,4.0,4.0,6.0,1.0,5.0
6.0,6.0,5.0,2.0,6.0,2.0,2.0,6.0,6.0,3.0,2.0,6.0,6.0,6.0,7.0,1.0,6.0,5.0,5.0,4.0,5.0,6.0,1.0,6.0,6.0,5.0,6.0,7.0,5.0,5.0,3.0
6.0,6.0,6.0,7.0,6.0,6.0,4.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,7.0,4.0,4.0,6.0,5.0,3.0,6.0,6.0,5.0,6.0,4.0,3.0,5.0,5.0,6.0,6.0
5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0
3.0,5.0,4.0,2.0,3.0,1.0,1.0,5.0,4.0,3.0,5.0,1.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,6.0,3.0,5.0,3.0,1.0
6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0
3.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0
6.0,6.0,5.0,2.0,6.0,5.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0
7.0,6.0,7.0,7.0,7.0,7.0,3.0,6.0,5.0,5.0,7.0,7.0,3.0,6.0,3.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,1.0,4.0,7.0,5.0,4.0,3.0,5.0,2.0,6.0
6.0,7.0,7.0,6.0,6.0,6.0,1.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,4.0,7.0,5.0,4.0,7.0,1.0,7.0,7.0,4.0,4.0,7.0,5.0,7.0,7.0
3.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0
5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0
1.0,6.0,3.0,2.0,5.0,1.0,1.0,6.0,6.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,7.0,2.0,2.0,2.0,2.0
4.0,5.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,1.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0
3.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,2.0,3.0,3.0,4.0,2.0,5.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,4.0
6.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,3.0,6.0,5.0,4.0,4.0,5.0,4.0,6.0,5.0
5.0,7.0,6.0,6.0,6.0,5.0,4.0,7.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0
5.0,6.0,5.0,3.0,5.0,5.0,3.0,7.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,2.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0
5.0,6.0,6.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,1.0,6.0,5.0,5.0,3.0,5.0
6.0,6.0,5.0,5.0,6.0,5.0,3.0,5.0,7.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,4.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0
6.0,6.0,6.0,5.0,7.0,3.0,3.0,6.0,7.0,4.0,6.0,7.0,5.0,6.0,7.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,2.0,5.0,6.0,5.0,4.0,6.0,6.0,4.0,7.0
2.0,6.0,5.0,2.0,4.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0,7.0,1.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0
2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
3.0,6.0,3.0,1.0,2.0,1.0,2.0,4.0,6.0,3.0,3.0,4.0,4.0,5.0,6.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,7.0,5.0,1.0,4.0,4.0
5.0,6.0,6.0,4.0,5.0,2.0,3.0,6.0,7.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,2.0,6.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,1.0,3.0,6.0,4.0,4.0
5.0,6.0,3.0,1.0,3.0,2.0,3.0,5.0,6.0,3.0,4.0,5.0,3.0,4.0,6.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
4.0,6.0,5.0,4.0,4.0,3.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0
6.0,5.0,1.0,5.0,6.0,1.0,1.0,7.0,6.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,6.0,5.0,4.0,1.0,1.0,4.0,1.0,5.0,4.0,2.0,4.0,3.0,5.0,5.0,1.0
5.0,6.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,6.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,2.0,6.0,4.0,5.0,4.0,3.0,4.0
2.0,7.0,5.0,3.0,6.0,2.0,3.0,3.0,6.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,6.0,2.0,2.0,2.0,3.0,3.0,5.0
2.0,7.0,2.0,2.0,2.0,2.0,1.0,4.0,6.0,2.0,2.0,3.0,2.0,4.0,5.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,7.0,2.0,5.0,2.0,4.0
3.0,6.0,5.0,2.0,3.0,1.0,1.0,6.0,6.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,6.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,6.0,2.0,2.0,1.0,2.0
3.0,6.0,3.0,3.0,4.0,3.0,1.0,4.0,6.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,6.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,2.0
2.0,4.0,2.0,5.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0
2.0,6.0,2.0,4.0,1.0,2.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0
6.0,7.0,6.0,4.0,5.0,4.0,1.0,5.0,7.0,5.0,4.0,5.0,6.0,6.0,6.0,4.0,7.0,6.0,6.0,4.0,5.0,6.0,4.0,6.0,6.0,5.0,1.0,4.0,4.0,5.0,5.0
2.0,5.0,2.0,4.0,3.0,2.0,1.0,6.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,2.0,5.0,2.0,2.0,6.0,6.0,2.0,5.0,3.0,6.0
2.0,6.0,5.0,3.0,5.0,1.0,3.0,3.0,7.0,5.0,3.0,6.0,3.0,6.0,5.0,1.0,6.0,1.0,2.0,3.0,5.0,5.0,2.0,3.0,3.0,7.0,4.0,5.0,6.0,6.0,3.0
2.0,6.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0
2.0,3.0,3.0,5.0,3.0,6.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,6.0,5.0,3.0,6.0,4.0,3.0
6.0,7.0,6.0,5.0,5.0,3.0,2.0,6.0,6.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,4.0,5.0,2.0,6.0,5.0,3.0,1.0,5.0,5.0,4.0,2.0
6.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,2.0,7.0,6.0,6.0,6.0,6.0,7.0,2.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,7.0,2.0,6.0,2.0,7.0,6.0
5.0,2.0,5.0,4.0,5.0,3.0,2.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,3.0,6.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0
4.0,7.0,1.0,1.0,1.0,4.0,4.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,5.0
3.0,6.0,2.0,3.0,2.0,2.0,1.0,5.0,7.0,2.0,2.0,3.0,3.0,5.0,5.0,2.0,6.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,7.0,2.0,3.0,2.0,3.0
2.0,7.0,3.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0
3.0,5.0,7.0,1.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,5.0,1.0,2.0,3.0,1.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0
1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
6.0,7.0,6.0,3.0,7.0,3.0,4.0,7.0,7.0,5.0,3.0,5.0,5.0,7.0,3.0,4.0,7.0,4.0,4.0,3.0,1.0,5.0,1.0,4.0,7.0,1.0,2.0,4.0,3.0,4.0,5.0
2.0,6.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0
4.0,7.0,4.0,4.0,3.0,3.0,2.0,4.0,7.0,4.0,2.0,5.0,5.0,5.0,7.0,2.0,7.0,7.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,6.0,2.0,2.0,2.0
5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0
2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,5.0
5.0,6.0,6.0,2.0,5.0,2.0,2.0,5.0,6.0,4.0,6.0,5.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,6.0,2.0,5.0,6.0,1.0,2.0,5.0,2.0,5.0,5.0
5.0,6.0,6.0,5.0,5.0,5.0,3.0,6.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,7.0
6.0,7.0,6.0,6.0,6.0,7.0,3.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,5.0,6.0,7.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,7.0
